pktsReceived,pktsSent,kbytesReceived,kbytesSent,maxPktRate,minPktRate
0.09510541469302325,0.09510541469302325,0.03316729866142509,0.03319196895026266,4.625679158543061e-06,0.0
0.014117209993514734,0.014117209993514734,0.0019964794046529732,0.0020011957834071836,0.0,0.0
0.05201077366024265,0.05201077366024265,0.006149160194325987,0.006145804309454661,0.0,0.0
0.29051732144512243,0.29051732144512243,0.16125199176300953,0.16070035684847994,4.951139230233159e-05,0.0
0.21863100213613507,0.21863100213613507,0.13694894556283543,0.13681797535292617,9.603040668085261e-05,0.0
0.5807560137457131,0.5807560137457131,0.34575083298503273,0.3458428930702553,0.0010253222181934862,0.0
0.006315593944464126,0.006315593944464126,0.003656644724628677,0.0036500236544441123,0.0,0.0
0.05331104300177003,0.05331104300177003,0.017893759577873425,0.017854577354427192,-0.0017244890618529907,-2.3060851702986444e-05
0.0038079316429957544,0.0038079316429957544,0.0007281363193101242,0.0007295875127795171,0.0,0.0
0.23089068449894512,0.23089068449894512,0.031518833588734196,0.031492621406840726,0.0,0.0
0.9211479520757848,0.9211479520757848,0.12570673121575737,0.12560161038939555,0.0001134410524053775,0.0
1.843596173493097,1.843596173493097,0.2516975335515781,0.2514607169185865,0.0004075172497301216,0.0
1.2922819726943544,1.2922819726943544,0.0978053601281772,0.09788354317589665,0.0008493128178250764,0.0
0.007244357759816467,0.007244357759816467,0.0010764227500601464,0.0010772390463955617,0.0,0.0
0.05312529023871093,0.05312529023871093,0.031496340090086505,0.031469674410232074,0.0,0.0
0.017739388873394546,0.017739388873394546,0.0028258364679061287,0.0028233875789567264,0.0,0.0
0.034085632023789,0.034085632023789,0.002511471684300659,0.002495417856636095,8.435061994965798e-06,0.0
0.0015788984861160316,0.0015788984861160316,0.00015754519014876678,0.00015772658935020445,0.0,0.0
0.08275285594874049,0.08275285594874049,0.04291360464844729,0.04287387822745359,2.203696704322633e-05,0.0
0.008916132627462048,0.008916132627462048,0.001287934197080176,0.0012876620983206521,0.0,0.0
0.003250673353761613,0.003250673353761613,0.0003185369647837888,0.00032035095662763524,0.0,0.0
2.0183895235441582,2.0183895235441582,1.142832718752885,1.1427989785049135,0.0023501615310828894,0.0
0.016531995913453557,0.016531995913453557,0.0036921989644156383,0.0036921989644156383,0.0,0.0
0.008265997956698357,0.008265997956698357,0.007478272005897679,0.007461129783138176,0.0,0.0
0.012631187888928253,0.012631187888928253,0.0012335144422763733,0.0012327888455558877,0.0,0.0
0.26544069843038187,0.26544069843038187,0.10254386957834072,0.10248491484395572,0.0001670331070103559,0.0
0.7961363425280865,0.7961363425280865,0.4994795657448492,0.49801304405241353,0.000990500991098875,0.0
0.16346243150366035,0.16346243150366035,0.08119862775146203,0.08112525178205487,3.427713818787703e-05,0.0
0.009752020061284838,0.009752020061284838,0.001177280695628724,0.001177099296455708,0.0,0.0
0.010030649205873488,0.010030649205873488,0.001208844153438804,0.0012120186391371135,0.0,0.0
0.013002693415046451,0.013002693415046451,0.001801293884085453,0.0018010217853259292,0.0,0.0
0.00037150552611819876,0.00037150552611819876,3.9182223446232456e-05,3.881942510020053e-05,0.0,0.0
0.03603603603602323,0.03603603603602323,0.01973006350422679,0.01971654926512656,0.0,0.0
0.003529302498350262,0.003529302498350262,0.00044442799759281115,0.0004462419894082359,0.0,0.0
0.016810625058042206,0.016810625058042206,0.0025475701216635116,0.002548386417998927,0.0,0.0
0.01049503111357808,0.01049503111357808,0.0016496441673439222,0.0016532721510031934,0.0,0.0
0.01142379492893042,0.01142379492893042,0.0018661440919061079,0.001867141787414539,0.0,0.0
0.11758149902476589,0.11758149902476589,0.1231843755804789,0.12315743780183652,1.6322383488975856e-06,0.0
0.049038729451069685,0.049038729451069685,0.04227081664461707,0.042208596724947256,0.0,0.0
0.0822884740410359,0.0822884740410359,0.08433574521686182,0.08427434159352742,0.0,0.0
0.16058326367601694,0.16058326367601694,0.10403678485184287,0.10399324904801688,9.9022884250205e-05,0.0
0.013931457230398792,0.013931457230398792,0.01190921914181331,0.011883641857053817,0.0,0.0
0.007058604996757367,0.007058604996757367,0.0008877676000622614,0.000890669987001047,0.0,0.0
0.015788984861160316,0.015788984861160316,0.002537774565809059,0.002540767652305931,0.0,0.0
0.036686170706786925,0.036686170706786925,0.019819402601683578,0.01981831420658864,0.0,0.0
0.0033435497352911625,0.0033435497352911625,0.0009773787963069935,0.0009804625824187951,0.0,0.0
0.46373177301012447,0.46373177301012447,0.3020413394225443,0.3018587611451551,0.00035338114842936585,0.0
0.6403826506919472,0.6403826506919472,0.37938523454187134,0.37916374613982384,0.0004401621897040797,0.0
0.7426395467632574,0.7426395467632574,0.48348587190605485,0.48315817428252217,0.000729069603655319,0.0
0.444599238413673,0.444599238413673,0.3721527584285127,0.37091606950056644,0.00017927494583391823,0.0
1.2105507569424958,1.2105507569424958,0.6895179752077922,0.689130053055635,0.0008966468459352672,0.0
0.004829571839877644,0.004829571839877644,0.0005697748328259422,0.0005727679193228141,0.0,0.0
0.09269062877308443,0.09269062877308443,0.05311150390079433,0.053022709000885015,0.0,0.0
0.06557072536452324,0.06557072536452324,0.050158688005012664,0.050123405863985226,0.0,0.0
0.004736695458348095,0.004736695458348095,0.0005568954908596879,0.0005580745855411351,0.0,0.0
0.0342713847868481,0.0342713847868481,0.035687477506485266,0.03561237824487762,0.0,0.0
0.7454258382093144,0.7454258382093144,0.14964462086118147,0.14954439781274687,0.00022524988860531114,0.0
0.014117209993514734,0.014117209993514734,0.0031967070969187716,0.0032065026527732243,0.0,0.0
0.23451286337882493,0.23451286337882493,0.10266858151643987,0.1026563370716076,0.00010827127153842375,0.0
0.0432803937958397,0.0432803937958397,0.011961915604388196,0.011954931735857599,7.345096097510773e-06,0.0
1.81842667409677,1.81842667409677,1.0918306152479715,1.0928362923168038,0.002455170692678227,0.0
0.038357945574432506,0.038357945574432506,0.023821794168526367,0.023787328323805923,0.0,0.0
0.09510541469302325,0.09510541469302325,0.03316729866142509,0.03319196895026266,4.625679158543061e-06,0.0
0.014117209993514734,0.014117209993514734,0.0019964794046529732,0.0020011957834071836,0.0,0.0
0.05201077366024265,0.05201077366024265,0.006149160194325987,0.006145804309454661,0.0,0.0
0.29051732144512243,0.29051732144512243,0.16125199176300953,0.16070035684847994,4.951139230233159e-05,0.0
0.21863100213613507,0.21863100213613507,0.13694894556283543,0.13681797535292617,9.603040668085261e-05,0.0
0.5807560137457131,0.5807560137457131,0.34575083298503273,0.3458428930702553,0.0010253222181934862,0.0
0.006315593944464126,0.006315593944464126,0.003656644724628677,0.0036500236544441123,0.0,0.0
0.05331104300177003,0.05331104300177003,0.017895936368063303,0.017854577354427192,-0.0017154241587354069,-2.305751275542779e-05
0.0038079316429957544,0.0038079316429957544,0.0007281363193101242,0.0007295875127795171,0.0,0.0
0.23089068449894512,0.23089068449894512,0.031518833588734196,0.031492621406840726,0.0,0.0
0.9211479520757848,0.9211479520757848,0.12570673121575737,0.12560161038939555,0.00011452922606694504,0.0
1.843596173493097,1.843596173493097,0.2516975335515781,0.2514607169185865,0.0004140462916995824,0.0
1.2922819726943544,1.2922819726943544,0.0978053601281772,0.09788644556283543,0.000865091186795619,0.0
0.007244357759816467,0.007244357759816467,0.0010764227500601464,0.0010772390463955617,0.0,0.0
0.05312529023871093,0.05312529023871093,0.031496340090086505,0.031469674410232074,0.0,0.0
0.017739388873394546,0.017739388873394546,0.0028258364679061287,0.0028233875789567264,0.0,0.0
0.034085632023789,0.034085632023789,0.002511471684300659,0.002495417856636095,8.435061994965798e-06,0.0
0.0015788984861160316,0.0015788984861160316,0.00015754519014876678,0.00015772658935020445,0.0,0.0
0.08275285594874049,0.08275285594874049,0.04291360464844729,0.04287387822745359,2.203696704322633e-05,0.0
0.008916132627462048,0.008916132627462048,0.001287934197080176,0.0012876620983206521,0.0,0.0
0.003250673353761613,0.003250673353761613,0.0003185369647837888,0.00032035095662763524,0.0,0.0
2.0183895235441582,2.0183895235441582,1.142832718752885,1.1427989785049135,0.0023501615310828894,0.0
0.016531995913453557,0.016531995913453557,0.0036921989644156383,0.0036921989644156383,0.0,0.0
0.008265997956698357,0.008265997956698357,0.007478272005897679,0.007461129783138176,0.0,0.0
0.012631187888928253,0.012631187888928253,0.0012335144422763733,0.0012327888455558877,0.0,0.0
0.26544069843038187,0.26544069843038187,0.10254386957834072,0.10248491484395572,0.0001670331070103559,0.0
